name,essround,edition,proddate,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtbat,prtvtcbe,prtvtfch,prtvtdcz,prtvede1,prtvede2,prtvtfee,prtvtdfi,prtvtcfr,prtvtbgb,prtvtbie,prtvtcil,prtvtbis,prtvtfnl,prtvtbno,prtvtdpl,prtvtdru,prtvtbse,prtvtesi,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtclcat,prtclcbe,prtclfch,prtcldcz,prtclede,prtclfee,prtcldfi,prtclefr,prtclbgb,prtclcie,prtcldil,prtclbis,prtclenl,prtclbno,prtclgpl,prtcldru,prtclbse,prtclesi,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdnade,rlgdnafi,rlgdngb,rlgdnie,rlgdnis,rlgdnnl,rlgdnno,rlgdnapl,rlgdnaru,rlgdnase,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdeade,rlgdeafi,rlgdegb,rlgdeie,rlgdeis,rlgdenl,rlgdeno,rlgdeapl,rlgdearu,rlgdease,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipc,brncntr,cntbrthc,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntb,mocntr,mbrncntb,gvrfgap,rfgfrpc,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt1,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,vteurmmb,vteumbgb,vteubcmb,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,icpart1,rshpsts,rshpsfi,rshpsgb,lvgptnea,dvrcdeva,icpart2,iccohbt,marsts,marstfi,marstgb,maritalb,chldhm,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvdch,edlvdcz,edubde1,eduade2,eduade3,edlvdee,edlvdfi,edlvdfr,edubgb1,eduagb2,edagegb,edlvdie,edubil1,eduail2,edlvdis,edlvenl,edlvdno,edlvepl,edupl2,edlvdru,edlvdse,edlvesi,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,icomdng,mainact,mnactic,icpdwrk,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,icpart3,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpdch,edlvpdcz,edupbde1,edupade2,edupade3,edlvpdee,edlvpdfi,edlvpdfr,edupbgb1,edupagb2,edagepgb,edlvpdie,edupbil1,edupail2,edlvpdis,edlvpenl,edlvpdno,edlvpepl,eduppl2,edlvpdru,edlvpdse,edlvpesi,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,icomdnp,mnactp,icppdwk,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfdch,edlvfdcz,edufbde1,edufade2,edufade3,edlvfdee,edlvfdfi,edlvfdfr,edufbgb1,edufagb2,edagefgb,edlvfdie,edufbil1,edufail2,edlvfdis,edlvfenl,edlvfdno,edlvfepl,edlvfdru,edlvfdse,edlvfesi,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmdch,edlvmdcz,edumbde1,edumade2,edumade3,edlvmdee,edlvmdfi,edlvmdfr,edumbgb1,edumagb2,edagemgb,edlvmdie,edumbil1,edumail2,edlvmdis,edlvmenl,edlvmdno,edlvmepl,edlvmdru,edlvmdse,edlvmesi,emprm14,occm14b,atncrse,anctry1,anctry2,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,intewde,inwdds,inwmms,inwyys,inwshh,inwsmm,inwdde,inwmme,inwyye,inwehh,inwemm,inwtm,dweight,pweight
ESS8e01,8,1.0,31.10.2017,100002503,GB,120,5,480,8,10,9,3,4,3,2,4,5,1,1,0,1,1,1,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,2,2,2,2,1,2, , , , , , , , ,66, , , , , , , , , ,6,3,9,3,2,2,2,7,3,4,1,5,3,2,2,1,1,5,0,4,9,6,1,3,2,1,3,3,7,5,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,4,4,5,3,9,4,4,3,3,2,2,2,2,5,5,3,3,4,5,3,1,6,3,3,5,3,8,3,3,2,1,3,2,4,3,4,11,4,3,10,6,4,4,4,3,4,2,2,4,2,2,2,3,6,6,6,6,6,6,3,2,3,6,6,6,3,2,3,2,2,4,3,3, ,1, ,2,2,1,6,6,6,6,6,6, , , , ,39,1978,1972,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,2,1,2,323,4, , , , , , , , , , ,5,9,16, , , , , , , , , , , ,15,0,0,0,0,0,0,0,1,0,0,0,0,2,66,8,2,2,1,1999,1,66666,1,3,2,66666,5,0,40,1,50,88,3,5322,2,1,1,1,3,5,1,2,1,212,2, , , , , , , , , , ,5,11,16, , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,8888,88, , , , , , , , , , ,8888,8888,15, , , , , , , , , , ,2,7,8888,88, , , , , , , , , , ,8888,8888,15, , , , , , , , , , ,3,66,2,11030,555555,1,5,1,2,1,1,1,1,1,3,1,1,2,1,2,1,2,1,3,1,2,UKM,1, ,9,1,2017,15,18,9,1,2017,16,15,57,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002506,GB,1080,5,480,8,7,6,1,3,4,3,3,7,7,8,6,6,7,7,1, , , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,1,1,1,2, , , , , , , , ,66, , , , , , , , , ,6,2,7,4,1,4,6,6,1,5,1,5,1,6,2,2,1,7,8,7,8,6,5,3,2,2,1,3,7,7,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,1,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,1,4,3,7,5,3,4,4,3,4,1,1,2,2,2,3,4,2,2,2,2,1,6,5,4,10,5,2,6,4,6,5,1,1,3,2,2,3,3,3,8,7,6,4,2,2,4,5,5,3,4,3,4,2,6,6,6,4,3,4,6,6,6,6,6,6,2,3,3,3,3,3,2,2, ,1, ,1,2,6,6,6,6,6,6,6, , , , ,27,1989,6666,6666,6666,6666,6666,6666,6666, , , , ,66,66,66,66,66,66,66, , , , ,2,66, ,66,2,2,2,6,6, ,6,6,2,2,1,720,7, , , , , , , , , , ,1,3,21, , , , , , , , , , , ,16,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,2,1,1,8,7,39,1,42,88,6,2433,2,2,6,6,3,1,5,2,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,800,7, , , , , , , , , , ,1,1,22, , , , , , , , , , ,2,1,620,6, , , , , , , , , , ,1,4,22, , , , , , , , , , ,1,1,2,11030,555555,1,5,1,2,2,3,4,1,4,2,3,1,2,3,3,3,2,1,1,4,2,UKI,1, ,20,10,2016,19,13,20,10,2016,20,35,82,.509319603443146,2.746052374
ESS8e01,8,1.0,31.10.2017,100002507,GB,240,1,6666,8,7,8,1,3,4,2,5,5,8,7,4,4,3,6,1, , , , , , , , , ,1, , , , , , , , , ,2,2,2,2,2,2,2,2,1, , , , , , , , ,1, , , , , , , , , ,1,8,8,6,7,8,5,8,4,5,1,4,3,1,3,3,4,5,2,3,8,5,2,2,2,2,1,3,9,5,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,2,IE,1,66,1,2,4,8,3,7,4,3,3,2,2,2,4,2,3,3,4,3,4,4,4,2,6,1,3,2,2,5,4,4,5,2,2,2,1,2,4,5,4,4,6,4,5,2,3,3,3,4,2,3,3,3,3,4,6,6,6,6,6,6,6,6,6,1,1,1,4,4,2,3,2,3,1,1, ,55, ,1,1,6,6,6,6,6,6,6, , , , ,86,1930,6666,6666,6666,6666,6666,6666,6666, , , , ,66,66,66,66,66,66,66, , , , ,2,66, ,66,1,2,2,6,5, ,5,5,2,2,3,800,7, , , , , , , , , , ,1,1,16, , , , , , , , , , , ,11,0,0,0,0,0,1,0,0,0,0,0,0,2,66,6,2,2,1,1986,1,66666,1,5,1,99999,9,9,50,1,36,22,4,1200,2,2,6,6,3,4,6,1,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,11, , , , , , , , , , ,1,6,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , ,3,66,2,11031,555555,1,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,1,1,2,1,2,UKJ,1, ,28,10,2016,12,28,28,10,2016,99,99, ,.509319603443146,2.746052374
ESS8e01,8,1.0,31.10.2017,100002508,GB,60,4,60,3,6,7,2,2,3,2,3,6,4,6,3,3,3,7,1, , , , , , , , , ,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,4,9,6,5,6,7,5,2,5,1,5,1,3,2,2,2,5,6,5,9,6,3,4,2,1,1,3,9,7,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,4,4,3,5,5,8,4,4,3,4,4,3,4,1,2,3,3,2,2,2,2,1,6,3,3,4,2,3,8,5,6,4,4,2,3,4,2,3,6,4,7,7,5,3,2,3,4,3,4,3,4,3,4,1,3,3,4,6,6,6,6,6,6,6,6,6,3,3,2,3,2,8,1,1, ,2, ,2,1,1,6,6,6,6,6,6, , , , ,54,1962,1950,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,5, ,5,5,2,2,3,520,5, , , , , , , , , , ,1,5,18, , , , , , , , , , , ,13,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,1,5,1,2,9,3,18,1,18,84,1,2411,2,2,6,6,2,4,4,1,1,423,5, , , , , , , , , , ,4,7,16, , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,321,3, , , , , , , , , , ,7,10,15, , , , , , , , , , ,1,6,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , ,1,8,2,11031,555555,5,6,3,6,4,4,5,3,2,4,4,2,6,4,5,4,5,1,2,5,2,UKC,1, ,4,10,2016,15,53,4,10,2016,16,47,54,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002509,GB,110,1,6666,5,3,3,4,2,1,1,1,0,0,0,0,0,0,4,1, , , , , , , , , ,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,0,4,0,0,5,2,0,2,4,2,5,4,4,3,3,3,0,5,0,3,1,1,1,2,4,5,1,8,3,1,2, , , , , ,6, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,2,2,4,10,6,7,2,2,1,4,1,1,5,4,5,5,5,5,5,5,5,1,6,3,3,5,4,0,4,0,6,3,5,5,5,5,5,11,2,2,10,10,10,3,3,4,2,1,2,3,1,1,2,1,3,3,3,6,6,6,6,6,6,6,6,6,3,2,2,2,3,4,1,4, ,1, ,2,2,1,6,6,6,6,6,6, , , , ,41,1975,1970,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,2,1,3,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , , ,11,0,0,0,0,1,0,0,0,0,0,0,0,2,66,5,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,6,2,4,1,222,2, , , , , , , , , , ,3,11,23, , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,8888,88, , , , , , , , , , ,8888,8888,8888, , , , , , , , , , ,4,66,8888,88, , , , , , , , , , ,8888,8888,8888, , , , , , , , , , ,4,66,2,11033,555555,4,5,2,2,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,3,1,UKM,1, ,22,9,2016,14,40,22,9,2016,99,99, ,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002517,GB,60,5,210,8,6,4,1,3,5,3,5,7,8,10,4,5,7,9,1, , , , , , , , , ,6, , , , , , , , , ,1,2,2,2,1,2,1,1,1, , , , , , , , ,2, , , , , , , , , ,1,2,7,5,4,2,8,6,1,5,1,5,1,10,2,2,2,8,10,10,7,2,2,1,2,4,2,2,9,8,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,5,5,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,1,5,2,8,5,8,5,5,2,5,1,1,2,3,4,3,5,2,1,1,3,1,6,5,4,10,5,0,10,2,3,7,2,1,2,4,2,5,2,4,9,7,7,3,4,4,5,5,4,4,4,2,2,1,3,1,1,6,6,6,6,6,6,6,6,6,3,3,3,4,4,3,2,4, ,1, ,2,2,1,6,6,6,6,6,6, , , , ,25,1991,1989,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,2,2,3,620,6, , , , , , , , , , ,1,4,18, , , , , , , , , , , ,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6,6,6666,1,66666,1,4,2,66666,2,0,20,1,20,68,4,4419,2,1,2,1,3,1,6,3,1,620,6, , , , , , , , , , ,1,4,21, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,5321,1,30,113,1, , , , , , , , , , ,7,11,16, , , , , , , , , , ,1,7,323,4, , , , , , , , , , ,2,9,16, , , , , , , , , , ,2,5,2,11080,11031,1,4,1,1,3,1,6,1,5,3,1,1,1,2,1,6,3,1,1,3,2,UKD,1, ,3,10,2016,10,50,3,10,2016,11,37,47,3.05591773986816,2.746052374
ESS8e01,8,1.0,31.10.2017,100002521,GB,60,5,35,8,10,8,1,1,4,3,5,8,8,6,3,7,7,5,1, , , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,1,1,1,1, , , , , , , , ,2, , , , , , , , , ,2,0,8,3,2,6,8,10,2,4,1,5,1,8,1,1,1,10,10,10,9,7,4,4,1,1,1,3,7,10,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,1,1,2,8,6,6,5,4,2,5,2,2,1,2,5,5,5,2,1,1,2,1,6,5,4,8,4,0,8,5,4,5,1,2,2,4,2,11,8,3,8,8,10,4,2,2,5,5,5,1,5,1,5,2,6,6,6,4,4,4,6,6,6,6,6,6,3,2,3,3,3,2,1,2, ,1, ,2,2,1,6,6,6,6,6,6, , , , ,71,1945,1943,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,1,1,1,2,66, ,66,1,2,1,3,520,5, , , , , , , , , , ,1,5,19, , , , , , , , , , , ,19,0,0,0,0,0,1,0,0,0,0,0,0,2,66,6,2,2,1,2006,1,66666,1,3,1,8,8,6,30,1,39,85,2,2330,2,2,6,6,2,4,6,2,1,800,7, , , , , , , , , , ,7,1,16, , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,620,6, , , , , , , , , , ,7,4,8888, , , , , , , , , , ,1,1,323,4, , , , , , , , , , ,7,9,8888, , , , , , , , , , ,3,66,2,11030,555555,1,4,1,2,2,3,5,2,3,3,1,1,3,3,4,3,3,2,2,4,4,UKL,1, ,19,10,2016,12,25,19,10,2016,13,18,53,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002523,GB,10,5,60,7,8,2,2,2,3,1,4,3,5,8,1,1,2,7,2, , , , , , , , , ,66, , , , , , , , , ,1,2,2,2,1,2,1,2,2, , , , , , , , ,66, , , , , , , , , ,6,5,9,4,4,3,6,4,2,5,5,5,5,7,1,1,1,8,8,8,9,4,4,2,1,1,1,3,2,2,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,66,1,66,6666,ENG,000,2,1,66,2,99,1,4,2,10,4,10,3,4,1,3,1,1,1,1,4,3,5,5,1,2,2,1,6,3,4,3,3,0,6,2,4,2,4,1,1,1,4,2,6,7,10,10,10,2,4,5,2,1,2,4,2,5,1,1,3,3,1,6,6,6,6,6,6,6,6,6,1,3,3,3,4,4,1,2, ,1, ,2,1,2,6,6,6,6,6,6, , , , ,31,1985,1984,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,1,2,1,2,66, ,66,1,2,2,4,720,7, , , , , , , , , , ,1,3,22, , , , , , , , , , , ,18,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,2,0,6,2,1,10,5,0,36,1,40,86,4,2260,2,2,6,6,1,1,7,1,1,520,5, , , , , , , , , , ,1,5,24, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,2260,1,17,212,2, , , , , , , , , , ,5,11,16, , , , , , , , , , ,2,4,520,5, , , , , , , , , , ,8888,5,18, , , , , , , , , , ,1,3,1,11030,555555,2,5,1,5,2,2,4,1,1,4,1,1,5,1,2,2,3,1,1,3,2,UKD,1, ,9,11,2016,18,22,9,11,2016,19,18,56,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002530,GB,60,5,120,3,7,5,2,3,2,2,4,1,4,7,1,1,5,5,1, , , , , , , , , ,3, , , , , , , , , ,2,2,2,2,2,2,2,1,2, , , , , , , , ,66, , , , , , , , , ,6,4,7,2,1,3,3,2,4,5,1,5,5,5,3,3,3,5,8,5,3,7,4,3,2,3,4,2,2,2,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,3,4,2,8,4,7,4,3,2,5,2,4,3,2,3,3,4,3,3,2,2,1,6,4,4,7,4,0,8,2,9,5,3,2,1,3,2,7,3,2,9,7,9,2,3,2,3,1,3,3,3,3,1,3,6,6,6,6,6,6,2,2,3,6,6,6,2,3,2,3,3,3,2,2, ,1, ,2,1,2,6,6,6,6,6,6, , , , ,28,1988,1992,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,3, ,3,6,2,1,1,6, ,6,6,2,2,3,720,7, , , , , , , , , , ,1,2,22, , , , , , , , , , , ,19,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,2,1,6,1,2,66666,10,8,42,1,50,85,2,2341,2,2,6,6,1,1,8,2,1,720,7, , , , , , , , , , ,1,2,22, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,3310,2,40,212,2, , , , , , , , , , ,5,11,16, , , , , , , , , , ,1,7,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,1,8,1,11035,11030,3,4,2,1,2,2,3,1,5,1,1,1,4,3,2,1,3,1,4,4,1,UKE,1, ,28,10,2016,12,29,28,10,2016,13,50,81,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002531,GB,180,5,60,5,5,5,4,3,2,3,3,5,7,8,4,2,4,5,3, , , , , , , , , ,66, , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,4,8,6,8,5,5,8,3,2,3,3,3,6,2,2,2,6,7,7,7,5,1,2,2,2,2,2,5,5,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,99,2,LT,2009,999,000,1,2,LT,2,LT,4,3,3,5,3,6,2,2,3,2,4,3,4,3,4,4,3,1,3,3,3,1,6,3,3,4,3,4,5,6,6,6,2,3,3,3,4,9,6,6,8,5,7,2,3,3,2,1,2,3,3,2,2,1,1,2,1,6,6,6,6,6,6,6,6,6,3,2,4,3,3,3,1,1, ,2, ,2,1,2,6,6,6,6,6,6, , , , ,27,1989,1989,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,1,2,1,2,66, ,66,1,2,2,3,5555,55, , , , , , , , , , ,7,5555,19, , , , , , , , , , , ,13,1,0,0,0,0,0,0,0,0,0,0,0,2,66,1,1,6,6,6666,1,66666,3,4,2,66666,8,4,60,1,60,10,4,8160,2,2,6,6,3,1,2,1,1,113,1, , , , , , , , , , ,7,11,18, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66,1,6,7540,1,60,113,1, , , , , , , , , , ,7,11,18, , , , , , , , , , ,1,4,113,1, , , , , , , , , , ,7,11,18, , , , , , , , , , ,1,5,2,15060,555555,2,3,3,2,3,4,3,3,2,2,1,2,4,2,3,2,2,2,2,2,2,UKH,1, ,29,9,2016,16,45,29,9,2016,17,31,46,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002532,GB,120,5,30,6,7,7,2,2,3,3,2,8,7,8,7,6,4,8,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,2,2,2,2,2,1, , , , , , , , ,1, , , , , , , , , ,3,7,8,8,7,7,7,7,4,4,2,4,4,4,1,3,3,7,8,8,8,2,0,2,2,1,2,3,9,6,1,2, , , , , ,2, , , , , , , ,6,66, , , , , ,6666, , , , , , , ,6,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,4,2,4,8,3,7,4,3,2,3,4,4,2,2,2,3,2,2,2,2,2,2,6,4,3,2,2,3,6,7,5,2,5,4,5,2,4,1,6,2,6,6,4,2,2,3,2,2,2,3,4,3,4,2,6,6,6,4,2,4,6,6,6,6,6,6,1,3,2,1,1,4,55,1, ,2, ,2,1,2,6,6,6,6,6,6, , , , ,81,1935,1936,6666,6666,6666,6666,6666,6666, , , , ,1,66,66,66,66,66,66, , , , ,1,1, ,1,2,2,1,2,66, ,66,1,2,1,4,620,6, , , , , , , , , , ,5,4,16, , , , , , , , , , , ,14,0,0,0,0,0,1,0,1,0,0,0,0,1,6,6,2,2,1,2001,1,66666,1,3,1,6,9,9,37,1,50,26,4,1321,2,2,6,6,2,4,5,1,1,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,0,0,2,66,2,2,66666,6,666,113,1, , , , , , , , , , ,7,11,13, , , , , , , , , , ,1,7,113,1, , , , , , , , , , ,7,11,14, , , , , , , , , , ,3,66,2,11031,555555,3,3,2,2,2,4,2,3,2,4,2,4,3,5,5,4,4,4,3,3,5,UKF,1, ,11,11,2016,14,36,11,11,2016,15,27,51,1.01863920688629,2.746052374
ESS8e01,8,1.0,31.10.2017,100002536,GB,5,5,300,8,8,5,4,3,4,3,3,5,5,3,3,3,5,5,2, , , , , , , , , ,66, , , , , , , , , ,2,2,2,1,1,2,2,2,2, , , , , , , , ,66, , , , , , , , , ,6,4,9,7,5,5,8,8,4,5,1,5,1,4,2,2,2,8,8,8,9,7,4,3,2,1,1,3,0,0,2,66, , , , , ,6666, , , , , , , ,2,66, , , , , ,6666, , , , , , , ,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,6666,ENG,000,2,1,66,1,66,3,5,2,6,3,8,4,4,1,3,1,1,4,1,2,2,3,2,2,2,1,1,6,3,5,5,3,2,8,4,9,7,2,2,5,2,4,2,6,4,6,4,7,3,2,3,4,5,5,2,4,8,8,3,6,6,6,6,6,6,3,1,4,6,6,6,3,4,3,8,2,8,4,2, ,44, ,3,1,1,1,6,6,6,6,6, , , , ,21,1995,1995,1995,6666,6666,6666,6666,6666, , , , ,6,6,66,66,66,66,66, , , , ,2,66, ,66,2,2,2,6,6, ,6,6,2,2,2,313,4, , , , , , , , , , ,1,11,96, , , , , , , , , , , ,16,0,0,0,0,0,0,0,0,1,0,0,0,2,66,9,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,6,666,666,66,66666,6,2,6,6,3,6,3,2,2,6666,66, , , , , , , , , , ,6666,6666,6666, , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,6,66,6,6,66666,6,666,113,1, , , , , , , , , , ,7,11,15, , , , , , , , , , ,1,7,8888,88, , , , , , , , , , ,8888,11,20, , , , , , , , , , ,1,3,1,11033,555555,3,3,2,5,5,2,5,3,5,1,1,2,3,5,2,5,3,2,2,5,2,UKM,1, ,10,9,2016,13,15,10,9,2016,14,0,45,1.52795886993408,2.746052374
